,NM_UF_IES_ORIGEM,AN_INICIO,AN_FIM,NM_NIVEL,NM_GRANDE_AREA,NM_PROGRAMA,ID_PROCESSO,NM_IES_ORIGEM_PRINCIPAL_DA,NM_IES_ESTUDO_PRINCIPAL_DA
95,RIO GRANDE DO SUL,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,MECD ESPANHA,4987-09-8,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSIDAD DE LEON
96,SÃO PAULO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5267-09-9,UNIVERSIDADE ESTADUAL DE CAMPINAS,COLORADO STATE UNIVERSITY - SYSTEM
97,SÃO PAULO,2012,2012,PÓS-DOUTORADO,,MES CUBA PROJETOS - CAPES/MES CUBA,1117129,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE)
98,RIO GRANDE DO SUL,2010,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,4058-09-7,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNIVERSITY OF NOTRE DAME
99, JOÃO PESSOA,2009,2010,ESTÁGIO PÓS-DOUTORAL,BÉLGICA,,4825-08-0,UNIVERSIDADE FEDERAL DA PARAÍBA,KONINKLIJKE MUSEA VOOR KUNST EN GESCHIEDENIS
100,PERNAMBUCO,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3934-08-0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSITY OF TORONTO
101,SÃO PAULO,2012,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5285-12-7,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),UNIVERSITEIT LEIDEN
102,SÃO PAULO,2012,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5285-12-7,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),UNIVERSITEIT LEIDEN
103,SÃO PAULO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5268-09-5,UNIVERSIDADE ESTADUAL DE CAMPINAS,QUEEN'S UNIVERSITY
104,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,9462-12-0,UNIVERSIDADE FEDERAL DO ABC,UNIVERSITÄT BREMEN
105,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,9462-12-0,UNIVERSIDADE FEDERAL DO ABC,UNIVERSITÄT BREMEN
106,RIO DE JANEIRO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),5705-09-6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITÉ PARIS-SUD - PARIS XI
107,PERNAMBUCO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/DGPU (DIREÇÃO GERAL DE POLÍTICA UNIVERSITÁRIA),0581-12-7,FACULDADE DO VALE DO IPOJUCA,UNIVERSIDAD COMPLUTENSE DE MADRID
108,PERNAMBUCO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/DGPU (DIREÇÃO GERAL DE POLÍTICA UNIVERSITÁRIA),0581-12-7,FACULDADE DO VALE DO IPOJUCA,UNIVERSIDAD COMPLUTENSE DE MADRID
109,BAHIA,2012,2013,PÓS-DOUTORADO,,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,1166218,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA
110,CEARÁ,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0889-10-5,UNIVERSIDADE FEDERAL DO CEARÁ,STANFORD UNIVERSITY
111,PARÁ,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0061-09-3,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,MCGILL UNIVERSITY
112,SANTA CATARINA,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/FUNDAÇÃO CAROLINA,0852-11-2,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDAD DE SALAMANCA
113,SANTA CATARINA,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/FUNDAÇÃO CAROLINA,0852-11-2,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDAD DE SALAMANCA
114,RIO GRANDE DO SUL,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3766-11-0,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO
115,PERNAMBUCO,2012,2013,PÓS-DOUTORADO,,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,1166473,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO
116,SÃO PAULO,2010,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5073-09-0,UNIVERSIDADE DE SÃO PAULO,UNIVERSITY OF WARWICK
117,RIO GRANDE DO SUL,2011,2011,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,MECD ESPANHA,5413-10-9,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITAT POLITÈCNICA DE CATALUNYA
118, ASSIS,2010,2011,ESTÁGIO PÓS-DOUTORAL,PORTUGAL,,0923-10-9,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNIVERSIDADE DE LISBOA
119,SÃO PAULO,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/UT - PROJETOS CONJUNTOS DE PESQUISA,6197-10-8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,UNIVERSITY OF TEXAS - SYSTEM
120,SÃO PAULO,2012,2012,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,CAPES/DGPU (DIREÇÃO GERAL DE POLÍTICA UNIVERSITÁRIA),8913-11-0,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDAD DE MÁLAGA
121,SÃO PAULO,2012,2012,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,CAPES/DGPU (DIREÇÃO GERAL DE POLÍTICA UNIVERSITÁRIA),8913-11-0,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDAD DE MÁLAGA
122,MINAS GERAIS,2011,2012,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,6622-10-0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,RUTGERS UNIVERSITY
123,RIO DE JANEIRO,2011,2011,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PROFESSOR/PESQUISADOR VISITANTE NOS ESTADOS UNIDOS - CAPES/FULBRIGHT,1739-10-7,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITY OF CALIFORNIA - SYSTEM
124,RIO GRANDE DO SUL,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),11209-12-7,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNIVERSITÉ PIERRE MENDÈS FRANCE - GRENOBLE II
125,RIO GRANDE DO SUL,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),11209-12-7,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNIVERSITÉ PIERRE MENDÈS FRANCE - GRENOBLE II
126,SÃO PAULO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5220-09-2,UNIVERSIDADE ESTADUAL DE CAMPINAS,NEW YORK UNIVERSITY
127,RIO DE JANEIRO,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,CAPES/MINCYT (MINISTÉRIO DE CIÊNCIA,10102-12-4,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDAD NACIONAL DE QUILMES
128,SÃO PAULO,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,2287-09-9,UNIVERSIDADE DE SÃO PAULO,JUSTUS-LIEBIG-UNIVERSITÄT GIESSEN
129,BAHIA,2010,2011,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,0893-10-2,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSITÉ DE VINCENNES À SAINT-DENIS - PARIS VIII
130,BAHIA,2009,2010,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,4819-09-8,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSITÉ PARIS NORD - PARIS XIII
131,DISTRITO FEDERAL,2012,2014,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,2936-12-7,UNIVERSIDADE DE BRASÍLIA,YESHIVA UNIVERSITY
132,DISTRITO FEDERAL,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0603-11-2,UNIVERSIDADE DE BRASÍLIA,UNIVERSITÉ PARIS DESCARTES - PARIS V
133,DISTRITO FEDERAL,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0603-11-2,UNIVERSIDADE DE BRASÍLIA,UNIVERSITÉ PARIS DESCARTES - PARIS V
134,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5291-12-7,UNIVERSIDADE DE SÃO PAULO (RIBEIRÃO PRETO),HARVARD UNIVERSITY
135,RIO DE JANEIRO,2012,2013,PÓS-DOUTORADO,,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,1163769,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO
136,RIO GRANDE DO SUL,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),6816-10-0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITÉ PIERRE ET MARIE CURIE - PARIS VI
137,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,INTERCÂMBIO CIENTÍFICO BRASIL-ALEMANHA DE CURTA DURAÇÃO - CAPES/DAAD,3360-11-3,UNIVERSIDADE FEDERAL DE MINAS GERAIS,MAX-PLANCK-GESELLSCHAFT
138,SÃO PAULO,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3468-10-0,UNIVERSIDADE FEDERAL DE SÃO PAULO,RADBOUD UNIVERSITEIT NIJMEGEN
139,SÃO PAULO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,6619-10-0,INSTITUTO DO CORAÇÃO,UNIVERSITATSKLINIKUM SCHLESWIG-HOLSTEIN
140,SÃO PAULO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,6619-10-0,INSTITUTO DO CORAÇÃO,UNIVERSITATSKLINIKUM SCHLESWIG-HOLSTEIN
141,PERNAMBUCO,2012,2013,ESTÁGIO PÓS-DOUTORAL, OXFORD,,9135-11-1,UNIVERSIDADE FEDERAL DE PERNAMBUCO, OXFORD
142,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9136-11-8,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - SEDE,KANSAS STATE UNIVERSITY
143,RIO GRANDE DO SUL,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3469-10-7,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,NATIONAL HEALTH SERVICE - MANAGEMENT OFFICE
144,RIO DE JANEIRO,2010,2011,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,1204-10-6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITY OF PORTSMOUTH
145,GOIÁS,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0947-09-1,UNIVERSIDADE FEDERAL DE GOIÁS,CARDIFF UNIVERSITY
146, BOTUCATU,2010,2011,ESTÁGIO PÓS-DOUTORAL,REINO UNIDO,,0894-10-9,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNIVERSITY OF LONDON
147,SÃO PAULO,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/FUNDAÇÃO CAROLINA,0830-11-9,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),UNIVERSIDAD AUTÓNOMA DE MADRID
148,SÃO PAULO,2011,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/FUNDAÇÃO CAROLINA,0830-11-9,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),UNIVERSIDAD AUTÓNOMA DE MADRID
149,RIO DE JANEIRO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),1947-10-9,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITÉ DE CAEN NORMANDIE
150,CEARÁ,2010,2010,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,,3662-09-8,UNIVERSIDADE FEDERAL DO CEARÁ,UNIVERSIDADE DE COIMBRA
151,PERNAMBUCO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,6620-10-8,FIOCRUZ (CENTRO DE PESQUISA AGGEU MAGALHÃES),UNIVERSITY OF CALIFORNIA - SYSTEM
152,FREISTAAT BAYERN,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,2285-10-0,UNIVERSITÄT BAYREUTH,UNIVERSITÄT TÜBINGEN
153,SÃO PAULO,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0791-09-1,FUNDAÇÃO ARMANDO ALVARES PENTEADO,INDIANA UNIVERSITY
154,RIO DE JANEIRO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0719-11-0,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UNIVERSITY OF TEXAS - SYSTEM
155,SANTA CATARINA,2012,2013,PÓS-DOUTORADO,,MES CUBA PROJETOS - CAPES/MES CUBA,1162214,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDADE FEDERAL DE SANTA CATARINA
156,SÃO PAULO,2010,2011,PÓS-DOUTORADO,,MES CUBA DOCENTE - CAPES/MES CUBA,838292,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSIDADE FEDERAL DE SÃO CARLOS
157,SÃO PAULO,2009,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,MECD ESPANHA,4096-09-6,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDAD DE MÁLAGA
158,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9139-11-7,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSITY OF ALBERTA
159,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9139-11-7,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNIVERSITY OF ALBERTA
160,CEARÁ,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,I-NOPA - NOVAS PARCERIAS INTEGRADAS,12431-12-5,UNIVERSIDADE FEDERAL DO CEARÁ,EBERHARD KARLS UNIVERSITÄT TÜBINGEN
161,CEARÁ,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,I-NOPA - NOVAS PARCERIAS INTEGRADAS,12431-12-5,UNIVERSIDADE FEDERAL DO CEARÁ,EBERHARD KARLS UNIVERSITÄT TÜBINGEN
162,SÃO PAULO,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3806-11-1,UNIVERSIDADE DE SÃO PAULO,HARVARD UNIVERSITY
163,RIO GRANDE DO SUL,2011,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0634-11-5,CENTRO UNIVERSITÁRIO METODISTA IPA,UNIVERSITY OF PITTSBURGH
164,REGION RHONE-ALPES,2010,2010,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),5733-09-0,UNIVERSITÉ JOSEPH FOURIER - GRENOBLE I,UNIVERSITÉ CLAUDE BERNARD LYON 1
165,RIO DE JANEIRO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),5912-11-3,UNIVERSIDADE FEDERAL FLUMINENSE,UNIVERSIDADE NOVA DE LISBOA
166,RIO DE JANEIRO,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),5912-11-3,UNIVERSIDADE FEDERAL FLUMINENSE,UNIVERSIDADE NOVA DE LISBOA
167,SANTA CATARINA,2010,2011,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,5270-09-0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSITAT POLITECNICA DE CATALUNYA
168,HOKKAIDO,2010,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,COOPERAÇÃO INTERNACIONAL,2840-10-3,HOKKAIDO UNIVERSITY,THE UNIVERSITY OF TOKYO
169,DISTRITO FEDERAL,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,6422-10-2,UNIVERSIDADE DE BRASÍLIA,YESHIVA UNIVERSITY
170,PERNAMBUCO,2012,2013,ESTÁGIO PÓS-DOUTORAL, MILANO,,5310-12-1,UNIVERSIDADE FEDERAL DE PERNAMBUCO, MILANO
171,PERNAMBUCO,2012,2013,ESTÁGIO PÓS-DOUTORAL, MILANO,,5310-12-1,UNIVERSIDADE FEDERAL DE PERNAMBUCO, MILANO
172,RIO GRANDE DO NORTE,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),0113-11-5,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSITÉ PIERRE MENDES FRANCE - GRENOBLE II
173,RIO GRANDE DO NORTE,2011,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),0113-11-5,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSITÉ PIERRE MENDES FRANCE - GRENOBLE II
174,MINAS GERAIS,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3808-11-4,UNIVERSIDADE FEDERAL DE VIÇOSA,UNIVERSITY OF CALIFORNIA - SYSTEM
175,MINAS GERAIS,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,3663-09-4,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UNIVERSITAT DE BARCELONA
176,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),0122-12-2,UNIVERSIDADE FEDERAL DE MINAS GERAIS,AIX MARSEILLE UNIVERSITÉ
177,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),0122-12-2,UNIVERSIDADE FEDERAL DE MINAS GERAIS,AIX MARSEILLE UNIVERSITÉ
178,SÃO PAULO,2010,2011,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,0202-10-0,UNIVERSIDADE DE SÃO PAULO (RIBEIRÃO PRETO),UNIVERSITÉ PANTHÉON  SORBONNE - PARIS I
179,PERNAMBUCO,2012,2013,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),10441-12-3,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSITÉ JOSEPH FOURIER - GRENOBLE I
180,PERNAMBUCO,2012,2013,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),10441-12-3,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSITÉ JOSEPH FOURIER - GRENOBLE I
181,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8437-12-2,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES
182,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8437-12-2,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES
183,MINAS GERAIS,2012,2012,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),8437-12-2,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES
184,CEARÁ,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9140-11-5,UNIVERSIDADE ESTADUAL DO CEARÁ,UNIVERSIDAD DEL PAÍS VASCO
185,CEARÁ,2012,2013,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,9140-11-5,UNIVERSIDADE ESTADUAL DO CEARÁ,UNIVERSIDAD DEL PAÍS VASCO
